ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0064408663,"The Hostile Hospital (A Series of Unfortunate Events, Book 8)",Lemony Snicket,2001.0,HarperCollins,http://images.amazon.com/images/P/0064408663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064408663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064408663.01.LZZZZZZZ.jpg
0440213029,The Lilac Bus: Stories,Maeve Binchy,1992.0,Dell,http://images.amazon.com/images/P/0440213029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213029.01.LZZZZZZZ.jpg
0449219372,Murder on the Potomac (Capital Crime Mysteries),Margaret Truman,1995.0,Fawcett Books,http://images.amazon.com/images/P/0449219372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219372.01.LZZZZZZZ.jpg
0440223016,A Long Fatal Love Chase,Louisa May Alcott,1997.0,Dell,http://images.amazon.com/images/P/0440223016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440223016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440223016.01.LZZZZZZZ.jpg
0446607339,Dead Even,Brad Meltzer,1999.0,Warner Vision,http://images.amazon.com/images/P/0446607339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607339.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607339.01.LZZZZZZZ.jpg
0140279288,Thirty-nothing,Lisa Jewell,2004.0,Penguin Books Ltd,http://images.amazon.com/images/P/0140279288.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140279288.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140279288.01.LZZZZZZZ.jpg
0786883375,Don't Sweat the Small Stuff with Your Family : Simple Ways to Keep Daily Responsibilities and Household Chaos from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1998.0,Hyperion,http://images.amazon.com/images/P/0786883375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786883375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786883375.01.LZZZZZZZ.jpg
0440942500,Johnny Tremain (Laurel Leaf Books),Esther Forbes,1969.0,Random House Children's Books,http://images.amazon.com/images/P/0440942500.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440942500.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440942500.01.LZZZZZZZ.jpg
0449215296,Family: The Ties That Bind and Gag,Erma Bombeck,1991.0,Fawcett Books,http://images.amazon.com/images/P/0449215296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449215296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449215296.01.LZZZZZZZ.jpg
0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998.0,Yearling,http://images.amazon.com/images/P/0440498058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg
0140430113,Jane Eyre (Penguin Classics),Charlotte Bronte,1988.0,Penguin USA,http://images.amazon.com/images/P/0140430113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140430113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140430113.01.LZZZZZZZ.jpg
0842345523,More Than a Carpenter,Josh McDowell,1987.0,Tyndale House Publishers,http://images.amazon.com/images/P/0842345523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842345523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842345523.01.LZZZZZZZ.jpg
0380726815,Sights Unseen,Kaye Gibbons,1996.0,Avon,http://images.amazon.com/images/P/0380726815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380726815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380726815.01.LZZZZZZZ.jpg
0064471098,The Silver Chair,C. S. Lewis,1994.0,HarperCollins,http://images.amazon.com/images/P/0064471098.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064471098.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064471098.01.LZZZZZZZ.jpg
0226500578,"A River Runs Through It, and Other Stories",Norman F. Maclean,1979.0,University of Chicago Press,http://images.amazon.com/images/P/0226500578.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226500578.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226500578.01.LZZZZZZZ.jpg
0452282195,The Bluest Eye,Toni Morrison,2000.0,Plume Books,http://images.amazon.com/images/P/0452282195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.LZZZZZZZ.jpg
0394742117,"Out of Africa ; and, Shadows on the grass",Isak Dinesen,1985.0,Vintage Books,http://images.amazon.com/images/P/0394742117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394742117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394742117.01.LZZZZZZZ.jpg
0061054887,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,1994.0,Eos,http://images.amazon.com/images/P/0061054887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061054887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061054887.01.LZZZZZZZ.jpg
0918949165,When I Am an Old Woman I Shall Wear Purple,Sandra Martz,1991.0,Papier-Mache Press,http://images.amazon.com/images/P/0918949165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0918949165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0918949165.01.LZZZZZZZ.jpg
0449227545,The Hammer of Eden: A Novel,Ken Follett,1999.0,Fawcett Books,http://images.amazon.com/images/P/0449227545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449227545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449227545.01.LZZZZZZZ.jpg
0425171884,Shadow Watch (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425171884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425171884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425171884.01.LZZZZZZZ.jpg
0425164829,The Magician's Tale,David Hunt,1998.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425164829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425164829.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425164829.01.LZZZZZZZ.jpg
0380726254,Serpent's Tooth : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1998.0,Avon,http://images.amazon.com/images/P/0380726254.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380726254.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380726254.01.LZZZZZZZ.jpg
0062505319,The Woman's Comfort Book : A Self-Nurturing Guide for Restoring Balance in Your Life,Jennifer Louden,1992.0,HarperSanFrancisco,http://images.amazon.com/images/P/0062505319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062505319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062505319.01.LZZZZZZZ.jpg
0553238000,Mistral's Daughter,Judith Krantz,1983.0,Bantam Books,http://images.amazon.com/images/P/0553238000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553238000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553238000.01.LZZZZZZZ.jpg
042518403X,A Murderous Yarn (Needlecraft Mysteries),Monica Ferris,2002.0,Berkley Publishing Group,http://images.amazon.com/images/P/042518403X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042518403X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042518403X.01.LZZZZZZZ.jpg
0425171493,Framed in Lace (Needlecraft Mysteries),Monica Ferris,1999.0,Prime Crime,http://images.amazon.com/images/P/0425171493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425171493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425171493.01.LZZZZZZZ.jpg
0425187144,"Hanging by a Thread (Ferris, Monica. Needlecraft Mysteries.)",Monica Ferris,2003.0,Prime Crime,http://images.amazon.com/images/P/0425187144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425187144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425187144.01.LZZZZZZZ.jpg
0684856603,All Through The Night : A Suspense Story,Mary Higgins Clark,1998.0,Simon &amp; Schuster,http://images.amazon.com/images/P/0684856603.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684856603.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684856603.01.LZZZZZZZ.jpg
0425167801,Crewel World (Needlecraft Mysteries),Monica Ferris,1999.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425167801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425167801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425167801.01.LZZZZZZZ.jpg
0446343455,Tourist Season,Carl Hiaasen,1987.0,Warner Books,http://images.amazon.com/images/P/0446343455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446343455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446343455.01.LZZZZZZZ.jpg
0553239813,Little Drummer Girl,John Lecarre,1984.0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553239813.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553239813.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553239813.01.LZZZZZZZ.jpg
0345335651,"Queen of Sorcery (The Belgariad, Book 2)",David Eddings,1989.0,Del Rey Books,http://images.amazon.com/images/P/0345335651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345335651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345335651.01.LZZZZZZZ.jpg
0836220676,Valley Of The Far Side,Gary Larson,1985.0,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836220676.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836220676.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836220676.01.LZZZZZZZ.jpg
0451207246,How to Murder a Millionaire,Nancy Martin,2002.0,Signet Book,http://images.amazon.com/images/P/0451207246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451207246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451207246.01.LZZZZZZZ.jpg
0060096195,The Boy Next Door,Meggin Cabot,2002.0,Avon Trade,http://images.amazon.com/images/P/0060096195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.LZZZZZZZ.jpg
0451209028,Coffee &amp; Kung Fu,Karen Brichoux,2003.0,New American Library,http://images.amazon.com/images/P/0451209028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451209028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451209028.01.LZZZZZZZ.jpg
0373250258,Fashionistas (Red Dress Ink (Paperback)),Lynn Messina,2003.0,Red Dress Ink,http://images.amazon.com/images/P/0373250258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250258.01.LZZZZZZZ.jpg
0515127485,Archangel,Robert Harris,2000.0,Jove Books,http://images.amazon.com/images/P/0515127485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127485.01.LZZZZZZZ.jpg
0373250282,Engaging Men (Red Dress Ink (Paperback)),Lynda Curnyn,2003.0,Red Dress Ink,http://images.amazon.com/images/P/0373250282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250282.01.LZZZZZZZ.jpg
055323370X,Emily of New Moon,L.M. MONTGOMERY,1983.0,Laurel Leaf,http://images.amazon.com/images/P/055323370X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055323370X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055323370X.01.LZZZZZZZ.jpg
0061093890,Fashionably Late,Olivia Goldsmith,1999.0,HarperTorch,http://images.amazon.com/images/P/0061093890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061093890.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061093890.01.LZZZZZZZ.jpg
0553800973,Body of Lies,IRIS JOHANSEN,2002.0,Bantam,http://images.amazon.com/images/P/0553800973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553800973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553800973.01.LZZZZZZZ.jpg
0345435796,The First Horseman,John Case,1999.0,Ballantine Books,http://images.amazon.com/images/P/0345435796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435796.01.LZZZZZZZ.jpg
0345450892,The Lake of Dead Languages (Ballantine Reader's Circle),Carol Goodman,2003.0,Ballantine Books,http://images.amazon.com/images/P/0345450892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345450892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345450892.01.LZZZZZZZ.jpg
0373250231,Spanish Disco (Red Dress Ink (Paperback)),Erica Orloff,2003.0,Red Dress Ink,http://images.amazon.com/images/P/0373250231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250231.01.LZZZZZZZ.jpg
0767913000,Fourplay: A Novel,Jane Moore,2002.0,Broadway Books,http://images.amazon.com/images/P/0767913000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767913000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767913000.01.LZZZZZZZ.jpg
0671527886,POSSESSION,Ann Rule,1997.0,Pocket,http://images.amazon.com/images/P/0671527886.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671527886.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671527886.01.LZZZZZZZ.jpg
0440222826,The Mercy Rule,John T. Lescroart,1999.0,Island,http://images.amazon.com/images/P/0440222826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222826.01.LZZZZZZZ.jpg
0373250142,Dating Without Novocaine (Red Dress Ink),Lisa Cach,2002.0,Red Dress Ink,http://images.amazon.com/images/P/0373250142.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250142.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250142.01.LZZZZZZZ.jpg
0373250150,Confessions of an Ex-Girlfriend,Lynda Curnyn,2002.0,Red Dress Ink,http://images.amazon.com/images/P/0373250150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250150.01.LZZZZZZZ.jpg
0345453387,Dog Handling,CLARE NAYLOR,2002.0,Ballantine Books,http://images.amazon.com/images/P/0345453387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345453387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345453387.01.LZZZZZZZ.jpg
0375706429,Otherwise Engaged,Suzanne Finnamore,2000.0,Vintage Books USA,http://images.amazon.com/images/P/0375706429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706429.01.LZZZZZZZ.jpg
0060090367,Watermelon,Marian Keyes,2002.0,Perennial,http://images.amazon.com/images/P/0060090367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060090367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060090367.01.LZZZZZZZ.jpg
0425178234,Ladies With Options,Cynthia Hartwick,2001.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425178234.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178234.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178234.01.LZZZZZZZ.jpg
0316910333,Gossip Girl #1 : A Novel by Cecily von Ziegesar (Gossip Girl),Cecily Von Ziegesar,2002.0,"Little, Brown",http://images.amazon.com/images/P/0316910333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316910333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316910333.01.LZZZZZZZ.jpg
0373250118,See Jane Date (Red Dress Ink (Paperback)),Melissa Senate,2001.0,Red Dress Ink,http://images.amazon.com/images/P/0373250118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250118.01.LZZZZZZZ.jpg
0553251473,Iacocca: An Autobiography,Lee Iacocca,1986.0,Bantam Books,http://images.amazon.com/images/P/0553251473.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553251473.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553251473.01.LZZZZZZZ.jpg
1551668394,Wedding Party,Robyn Carr,2001.0,Mira,http://images.amazon.com/images/P/1551668394.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668394.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668394.01.LZZZZZZZ.jpg
0399145079,Local Girls,Alice Hoffman,1999.0,Putnam Publishing Group,http://images.amazon.com/images/P/0399145079.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399145079.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399145079.01.LZZZZZZZ.jpg
0671015648,Isabel's Bed,Elinor Lipman,1998.0,Washington Square Press,http://images.amazon.com/images/P/0671015648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671015648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671015648.01.LZZZZZZZ.jpg
0743205049,Cat's Meow: A Novel,Melissa de la Cruz,2001.0,Touchstone,http://images.amazon.com/images/P/0743205049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743205049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743205049.01.LZZZZZZZ.jpg
0802137008,Pure,Rebbecca Ray,2000.0,Grove Press,http://images.amazon.com/images/P/0802137008.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802137008.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802137008.01.LZZZZZZZ.jpg
0373250215,Burning The Map,Laura Caldwell,2002.0,Red Dress Ink,http://images.amazon.com/images/P/0373250215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250215.01.LZZZZZZZ.jpg
0385323638,Pink Slip,RITA CIRESI,1999.0,Delta,http://images.amazon.com/images/P/0385323638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385323638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385323638.01.LZZZZZZZ.jpg
0385722435,Ella Minnow Pea: A Novel in Letters,Mark Dunn,2002.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385722435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.LZZZZZZZ.jpg
0609807900,Sloppy Firsts : A Novel,Megan McCafferty,2001.0,Three Rivers Press,http://images.amazon.com/images/P/0609807900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609807900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609807900.01.LZZZZZZZ.jpg
0786883367,Don't Sweat the Small Stuff at Work : Simple Ways to Minimize Stress and Conflict While Bringing Out the Best in Yourself and Others (Don't Sweat the Small Stuff Series),Richard Carlson,1999.0,Hyperion,http://images.amazon.com/images/P/0786883367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786883367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786883367.01.LZZZZZZZ.jpg
0385319037,Animal Husbandry,Laura Zigman,2001.0,Delta,http://images.amazon.com/images/P/0385319037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385319037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385319037.01.LZZZZZZZ.jpg
0373250185,Strapless (Red Dress Ink (Paperback)),Leigh Riker,2002.0,Red Dress Ink,http://images.amazon.com/images/P/0373250185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250185.01.LZZZZZZZ.jpg
0140282033,Chocolat,Joanne Harris,2000.0,Penguin Books,http://images.amazon.com/images/P/0140282033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140282033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140282033.01.LZZZZZZZ.jpg
0394805720,There's A Boy in the Girl's Bathroom,LOUIS SACHAR,1988.0,Yearling,http://images.amazon.com/images/P/0394805720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394805720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394805720.01.LZZZZZZZ.jpg
0452281679,Simply Divine,Wendy Holden,2000.0,Plume Books,http://images.amazon.com/images/P/0452281679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452281679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452281679.01.LZZZZZZZ.jpg
0312961324,The Shell Seekers (Shell Seekers),Rosamunde Pilcher,1997.0,St. Martin's Press,http://images.amazon.com/images/P/0312961324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312961324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312961324.01.LZZZZZZZ.jpg
0671027646,The Christmas Box Collection : The Christmas Box Timepiece The Letter,Richard Paul Evans,1998.0,Pocket,http://images.amazon.com/images/P/0671027646.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027646.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027646.01.LZZZZZZZ.jpg
0425113884,Mortal Fear,Robin Cook,1989.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425113884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425113884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425113884.01.LZZZZZZZ.jpg
0345356365,The Wishsong of Shannara,Terry Brooks,1992.0,Del Rey Books,http://images.amazon.com/images/P/0345356365.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345356365.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345356365.01.LZZZZZZZ.jpg
0425109240,The Timothy Files,Lawrence Sanders,1994.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425109240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425109240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425109240.01.LZZZZZZZ.jpg
